job_id,title,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
366,English Teacher Abroad ,,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
367,Sales Director,,,"Visual BI is one of the leading and fastest growing firms focusing exclusively on BI &amp; Analytics. Our offerings cover end-to-end BI services, industry and domain-specific solutions, custom visualization controls (SAP Dashboards and SAP Design Studio) and cloud-based analytics.Headquartered in Plano, Texas, Visual BI has won recognition from customers for driving high-touch engagements driven by our team of platinum-level experts, an agile delivery model and innovative solutions.Highlights:* Ranked by CIOReview as one of the Top 100 Big Data Companies in the US* Dedicated Visual BI Labs facility in San Antonio, TX, to support R&amp;D and innovations* Partnerships with established vendors such as SAP, TIBCO Spotfire, Tableau and MongoDB* A culture that encourages to look forward and think aheadMission: Our Goal is to become one of the leading firms worldwide in terms of brand recall &amp; excellence in the field of Business Intelligence &amp; Analytics by driving BI adoption with our innovative analytical solutions and applications.","City / Location : Any Hub City in the USA Join one of the fastest-growing and best Business Intelligence (BI) companies in North America.  We are BI experts – passionate about BI – and are looking for seasoned, professional, ethical, and dynamic sales people. We need sales professionals that are eager to join a rapidly growing team, bring their creativity and ideas, and be handsomely rewarded for their successes. Visual BI is the nation’s most innovative Business Intelligence and Analytics firm and a premier partner of SAP in the BI space.  Visual BI partners with clients to bridge the traditional information gap by delivering industry leading BI competency in a flexible and scalable solution model.  We invest in Global BI talent, which is supported by a team that is structured to focus on improving our client's BI adoption rate while delivering faster, deeply informative and more cost effective BI solutions.Ideally, this person would have over 8 years of verifiable professional sales experience that includes 3+ years selling SAP or BI professional services and software.  Must have a successful track record in meeting and exceeding quotas or expectations. ","New Business Development• Prospect, qualify and close business opportunities for Visual BI.• Grow revenue by $5M in professional services or software sales.• Grow relationship with local area strategic partners such as SAP, TIBCO, Tableau, etc.• Attend and grow relationship with local ASUG community and members• Utilize existing relationships to drive new sales• Ability to sell in a consultative manner and addressing the needs of different levels of customers (Management, Directors/VP/C Level)• Build and maintain a pipeline of viable business opportunities for Visual BI.• Enter and maintain all contacts and opportunities in CRM • Managing all aspects of the sales lifecycle from hunting new accounts, identifying solutions (with Solution Engineers), assisting with SOW creation and negotiation as well as managing and growing new established accounts.  Travel Requirements:• Travel is required for sales engagement and conferences.",Salary and bonus commensurate with experience.Excellent Benefits ,1,1,1,Full-time,Director,Associate Degree,Information Technology and Services,Sales,0
368,Southport Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ",Government funding is only available for 16-18 year olds only.Perfect role for school leavers.This is a fantastic role for those looking to start their career in Business Admin. During the first 12 months you will work towards a Level 2 Business Admin NVQ and then be kept on in a permanent position. You will be working for a claim management company and the role will involve:-Working as part of a team-Working to specific deadlines-Banking payments-Getting references-Putting together monthly reports-Working on the receptionIdeal candidates will be focused and confidentIf you are motivated and career minded please apply now.,16-18 year olds only.Full time availability.,Career prospects.,0,1,1,,Not Applicable,High School or equivalent,,Administrative,0
369,Jr. Quality Assurance Engineer,,40000-50000,,"Jr. QA EngineerExperience :1-5 yearsLocation : Atlanta, GeorgiaWorking Experience with QA automation tools (Selenium, etc.) Experience with test development on web applications Familiarity with Perl, or VBScript, or Windows Powershell Knowledge of SQL, Flex/ActionScript is a plus Having experience with agile methodology is a plus",,,0,0,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Engineering,0
370,Project Coordinator,,,"Riverside is an internationally recognized engineering, science, and information technology company with more than 25 years experience providing innovative information technology solutions for environmental decision support systems, using a variety of different environmental data sources, from satellite sensors and imagery to stream gauges in local rivers.RIVERSIDE QUICK FACTSFounded in 1985Corporate headquarters in Fort Collins, ColoradoCompleted over 1,200 projects in more than 30 countriesNCBR Mercury 100 List for “Fastest Growing Companies Over $2 Million”SBA “Small Business of the Year Award” recipientNCBR 2011 “Environmental Entrepreneur Award” recipientRiverside has successfully implemented more than 1,200 projects in over 30 countries, and maintains a strong worldwide customer base, including U.S. government agencies such as USAID and USTDA, and international donor organizations such as the World Bank, Asian Development Bank, and FAO.Since 1985, Riverside has built relationships and partnerships with a variety of clients including the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Department of Agriculture (USDA), and the Colorado Water Conservation Board (CWCB) — providing products, services, and solutions meeting their long-term needs.","Riverside Technology, inc. (Riverside), recognized internationally for providing innovative engineering, science, and information technology solutions to Federal and state agencies, private companies and international organizations, has an immediate opportunity for a Project Coordinator located at our headquarters in Ft. Collins, Colorado.THE POSITIONThe Project Coordinator provides project management support for environmental engineering and scientific projects. The successful candidate is responsible for being familiar with project objectives and the role and function of each team member to effectively coordinate the activities of the team. The Project Coordinator communicates with project managers and/or other functional managers regarding status of specific projects.KEY RESPONSIBILITIESAssists in preparation, management, and execution of project plans utilizing various tools such as MS Project, Excel, SharePoint, etc.Tracks project schedules in support of project managers.Supports project managers with resource allocation and helps to identify resource shortages and resolve conflicts across projects.Supports project managers with written and oral project status reporting internally and externally.Responsible for gathering and preparing project data pertaining to resource management, budget adherence, etc.Ensures that all Riverside project management standards are followed and makes suggestions for improving processes and procedures.","Bachelor’s degree in Business, science/engineering, or other related fieldPMI certifications are preferredA minimum of 3 years experience supporting complex projectsExperience within an engineering or scientific environment is preferredProficiency with MS Project and/or other project management softwareStrong attention to detailExcellent  communication skillsAbility to understand Riverside’s services, products, industry, and customers LOCATION: Fort Collins, ColoradoRiverside is an Equal Opportunity Employer offering very competitive compensation and exceptional employee benefits. ",,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Environmental Services,Project Management,0
371,Assistant Softball Coach,Athletics,,,"Job SummaryAssistant Coach is responsible for assisting the head coach with organizing the Softball program at Menlo College. Position assists with conducting practices, motivating students, and instructing student athletes in game strategies and techniques.  Essential DutiesAssists the head coach with instructing players in the rules, regulations, equipment, and techniques of the sport.Organizes and directs individual and small group practice activities/exercises as directed by the head coach.Assesses player’s skills, monitors players during competition and practice, and keeps the head coach informed of the athletic performance of students.4. Assists with determining game strategy.5. Assists the head coach with supervising athletes during practices and competition.6. Follows established procedures in the event of an athlete’s injury.7. Models sports-like behavior and maintains appropriate conduct towards players, officials, and spectators.8. Maintains the equipment room in orderly condition and assumes responsibility for its security.9. Distributes equipment, supplies, and uniforms to students as directed by the head coach.10. Assists the head coach with submitting a list of award winners at the end of the season.11. Participates in special activities to include parent’s night, banquets, award nights, and pep assemblies.12. Performs support tasks such as distributing and maintaining eligibility forms, emergency data cards, and other related records.13. Models nondiscriminatory practices in all activities.14. Participate in any team fundraising, retreats, travel, and charity events. Other DutiesAttends staff development meetings, clinics and other professional activities to improve coaching performance.Performs any other related duties as assigned by the Head Softball Coach, Athletic Director, &amp; Principal or other appropriate administrator.3. Some office duties and recruiting activities may also be expected. ","QualificationsCollege Softball Coaching or playing experience Pitching Experience preferredMust be able to pass College background check and driving record check HoursAugust - November, 4-6 hours a weekJanuary - May,10-20 hours a week depending on travel",Flexible time commitmentFree lunch daily,0,0,1,,,,,,0
372,Marketing Director,Marketing,60000-120000,"Bluebridge was created by a team of people who are passionate about organizations and the ways that effective technology makes them stronger and more well connected. Technology moves quickly. Businesses tend to move more slowly, either because of their place in organizational charts or because they often face modest budgets. bluebridge empowers these organizations with straightforward, affordable tools that help connect them with their customers and prospects.Bluebridge is built on a revolutionary platform that allows an organization regardless of size, to create a mobile app.By meeting consumers where they are—and with gadgets that they carry in their pockets and bags every day—bluebridge provides an engaging direct marketing channel that connects individuals while encouraging them to interact with your brand in a fresh, new way.","About BluebridgeBluebridge is a leading software as a service (SaaS) company that provides mobile tools to help organizations engage and communicate with their audience and communities. We work with organizations to help them connect their content with people's pockets through compelling, full-featured mobile apps, as well as a suite of services including mobile strategy, push notifications, mobile analytics, unlimited training and support and more. We serve as the mobile engagement tool for the organizations we serve. We love helping our customers create awesome, polished apps so they can better communicate.We’re recruiting our ""foundation"" marketing team to help us grow more quickly and take advantage of a massive market opportunity. Bluebridge is based in Fishers, IN where we have a rapidly growing team of 25+ - we've tripled in size the last 18 months! With awards from Techpoint MIRA Awards (2013 winner), 2014 Indiana Companies to Watch and several others, to press from the Washington Post, Associated Press and others, Bluebridge is a dynamic and fast-growing company with big plans and an even bigger market opportunity. The RoleBluebridge is looking for a results-driven and strategic Marketing Director. Your primary responsibility will be to develop, differentiate, and create market demand for Bluebridge mobile solutions. Your effectiveness will be evaluated by your results: the ability to deliver Marketing Qualified Leads and Marketing-Sourced/Influenced Revenue.You are an executive-level thinker, and have great line-level execution. You will help us build our campaigns, strategies, and marketing programs. The old-style Marketer was someone who was very creative, but not necessarily a process-driven or data-centric person. You are the new breed of Marketer; you are data-driven and your strengths in creativity come from developing and optimizing programs that get heard by the customer amidst the noise.In the early days, you’ll be willing and able to roll up your sleeves and get results.Your Prefered Work Tasks:You love organizing resources, including people, to achieve lofty goalsYou compulsively communicate a vision for the futureYou can’t help but prepare a systematic plan to achieve the visionYou get your thrills solving system-level problemsYou make the quick, tough decisions needed to move forward effectivelyPreferred Work EnvironmentFast growing, with continual new challengesHas people who drive hard to meet goalsOffers organized and efficient tasks, resources, and peopleHas people who are task-oriented and focused on achieving their goalsFosters competition and rewards achievementThe Ideal CandidateTalent stewardship: able to attract, grow and retain talented employees and lead the team to become a high performing, highly engaged marketing organization.Ability to manage complexity and ambiguity: you work best with diverse teams and have the ability to coordinate and execute on multiple projects at once.The ideal candidate will be goal and action-oriented, analytical, highly organized, discerning and strategic.An undeniable passion for marketing and the impact it can have on the growth of an organization when implemented and tracked effectively.You want to market best-of-breed, world-class mobile products with a team of passionate, intelligent and committed team members.You have the ability to develop a deep understanding of the needs of Bluebridge buyers and influencers, draw valuable insights from a variety of sources and effectively communicate those insights to others.You have the data and analysis chops to backup your decisions. You make data-driven decisions, always backing up your campaigns with real-world data.","Experience and Required skills:You have direct experience planning marketing activities to hit marketing-qualified lead and marketing-sourced revenue goals.Experience and ability to effectively manage a marketing team.During planning, you are able to analyze data on what’s working and what’s not; able to drive toward an optimal mix of marketing programs to maximize velocity and quality of leads while providing reporting visibility on a regular basis.Previous experience creating and implementing a marketing strategy in a high-growth SaaS or software/technology company.","Full health benefits, dental/vision availableFull (unlimited) coffee, tea, espresso bar and free snacks!401k planVacation and Paid-Time-Off (PTO)Company Phone Plan (AT&amp;T)Technology stipendQuarterly bonuses based on performanceFlexible work arrangements based on performanceGrowth &amp; leadership opportunitiesCulture of an award-winning, high growth mobile tech company (Indiana Companies to Watch 2014, back-to-back Techpoint MIRA award nominations, winner in 2013)Quarterly team social outings and monthly all-staff meetingsIncluded gym membership - full, on-site gym: free weights, cardio machines, locker room with full showersWork environment: fulfilling, dynamic, innovative, fast-paced, and fun atmosphere",0,1,1,Full-time,Director,Bachelor's Degree,Internet,Marketing,0
373,2015 MBA Internship - Advisory & Consulting,,,"Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 25 years. Our dedicated research professionals generally cover far fewer companies per researcher than is typical for a securities firm. This specialization, coupled with our independence, allows for exceptionally detailed and timely analytical work while avoiding the conflicts of interest.  Our firm employs over 30 research professionals covering over 100 publicly-traded REITs and all major real estate sectors in North America and Europe. Our mission is to provide unparalleled insight, advice, and service to knowledgeable investors looking to execute the best possible public and private real estate capital allocation decisions. The success of our firm is evident in our proven track-record. View our track record here: #URL_8e9a08c6476d6ea9f4de917acd0dca365e4c56d3a200a78a61d15d19e538f251#  Green Street's North American headquarters is in Newport Beach, California, and our trading desk is in Dallas, Texas. Green Street's European headquarters and trading desk are located in London.","Green Street’s Advisory and Consulting group is a dynamic, widely respected team that is looking to add associates to               support its growth and success.  The associate position provides a terrific opportunity for highly motivated individuals to get involved in a variety of projects spanning the commercial real estate spectrum including apartments, office, industrial, hotels, malls, shopping centers, and health care. Clients include large owners and developers, non-traded REITs, operating companies with sizeable real estate holdings, pension funds, hedge funds, and other private and public market real estate investors. Services provided by the group include strategic planning, valuation, transaction advisory, industry bench marking, and tactical investment advice. The members of the Advisory &amp; Consulting Group all have MBAs from top-tier business schools.The associate role is fast-paced, demanding, and requires someone willing to roll up their sleeves to get the job done, often under a tight time frame. Green Street’s reputation in the commercial real estate industry is top notch, and we are looking for individuals who are ready to take on responsibility and learn fast.The day-to-day job will include:Creating and updating critical slides used for client and business development presentationsDistilling complex financial information into user-friendly presentation formatsBeing told “We need information on XYZ” and figuring out where it is and how to get itMaintaining, developing, and auditing financial models primarily utilizing Microsoft ExcelManaging databases, including updating and maintaining data in our proprietary internal systemsCompleting ad hoc projects that constantly arise in our rapidly expanding pipeline of business ","We are highly selective – candidates should possess the following:Expected completion of a Masters of Business Administration (MBA) degree from a top-tier school between December 2014 through June 2015. Candidate should possess outstanding quantitative and analytical skills.4+ years of experience in real estate, financial markets, financial analysis, capital markets, or conducting                              financial/economic researchStrong analytical skills combined with an ability to “connect the dots” and reach meaningful conclusionsStrong attention to detail and commitment to data integrityEnjoy problem solving and have excellent communication skillsSuperb project/time management and organizational proficiencyAbility to work independently as well as collaboratively, and to accept constructive adviceExpert knowledge of Microsoft Excel and PowerPoint is required; Access and VBA programming knowledge is a plusMust be comfortable working with imperfect data and tight timelineRequired to obtain Series 65 licensing within three months of employment ",,0,1,1,Full-time,Internship,Master's Degree,Financial Services,Consulting,0
374,Collector III-Mortgage Servicing,Servicing-Customer Care,,"Reinventing the specialty mortgage servicing process by providing the highest level of customer service to our clients, we are dedicated to high-touch servicing through a combination of process efficiency, innovative technology, and employee expertise.The ClearSpring team has decades of hands-on expertise in the mortgage and financial industries.  Our onsite advisors are trained to have a deep knowledge of specific loan types, your mortgage parameters, and can help with any questions you may have regarding our system or your loan.","General Purpose of the Job:The position of a Collector II is to provide inbound call coverage and place outbound collection calls to assist borrowers in receiving the delinquency of the account, or providing answer’s to borrowers account related questions. Duties and Responsibilities:Ensure performance standards and goals are achieved.Answer incoming calls from borrowers in order to assist/resolve customer’s requests.Detailed review of loan status and borrower situation to resolve all areas of delinquency.Detailed documentation of calls, research and resolutions.Other duties as assigned by management. Inbound CustomerProvide Inbound Customer Service, answering the borrower’s questions regarding their account while ensuring any delinquencies are discussed and addressed.Customer Service Responsibilities and key focus areas.―   Tax and Insurance questions―   Surplus Check handling process Outbound CollectionsPlace outbound collections calls on accounts 60+ days delinquent through pre-foreclosure.Provide creative and innovative strategies to resolve the delinquency on the account.Complete manual campaigns as required by management.Provide account resolution strategies on all pre-foreclosure accounts ensuring the cohesive communication with the Default groups.Ensure and Policies and Procedures are followed. Investor RequestsPlace manual calls pertaining to investor specific solicitations. Position Parameters:a.       Decision-making responsibilities:   Provide account resolution strategies for accounts 60+ days past due in Pre-foreclosure.Problem solving responsibility: Provide account resolution strategies for accounts 60+ days past due to accounts in Pre-foreclosure.Working relationships and contacts:  Ensure performance standards and goals are achieved.Impact/importance of function: The Collector II is at the forefront of the organization which has direct impact on the reputation of the company.  ",Position Requirements:Bachelor’s degree or equivalent work experience preferredHigh school diploma or GED requiredTime ManagementStrong Communication SkillsDemonstrate creativity and innovation in meeting customer and business needs.Self-StarterMulti-tasking abilityPrevious Mortgage experiencePossess fair and effective decision making skills,"Medical, Dental, Vision, 401K, PTO, Short Term / Long Term Disability, Flexible Spending Account, Voluntary Life, Accidental Death, Life Insurance",0,0,0,Full-time,,,,,0
375,Construction Project Manager ,,,,"Job OverviewApex is an environmental consulting firm that offers stable leadership and growth, views employees as valuable resources, and rewards success with competitive pay, incentive bonus plans, and ownership opportunities. We are seeking a self-motivated, multi-faceted Construction Project Manager to join our team in Burnsville, MN and become an integral part of our continued success story.ResponsibilitiesThe primary day-to-day responsibility for this position is to provide stormwater project management in the states of MN, ND, SD, NE, and IA, including management of field staff, management and hands-on performance of field work, equipment operation, labor, project estimating and proposal preparation, and safety program leadership.QualificationsPosition requirements include 7-10 years of construction experience with repair and construction of stormwater infrastructure (concrete structures, piping, detention and retention ponds). The position also requires experience with direction of field crews, laborers, and superintendents; operation of heavy construction equipment (skid loader, excavator, dozer, etc.);experience with operation of commercial mowing equipment; experience with concrete layout and construction (flatwork, curbing, and pour-in-place structures), erosion control techniques, products, and applications; sediment and vegetation control, general carpentry and plumbing; experience with driving pickups/construction equipment trailers, use of pickups/equipment trailers; use of variety of hand construction tools and hands-on labor. Must have experience in both office and field setting. Strong writing/grammar skills and Microsoft Office (Word, Excel) skills are required. A good record and understanding of safe work practices are essential. Bachelor's degree is strongly desired, but not required. OSHA 40- hour HAZWOPER training, environmental remediation and spill response experience, confined space certification/experience, and herbicide applicator certification/experience are strongly desired, but not immediately required.Want to join a team of talented scientist, engineers, and managers? Submit your resume for consideration today!About ApexApex is a customer-focused company that delivers environmental, health, safety and engineering services to over 700 clients across the United States and abroad. Driven by an entrepreneurial spirit and a dedication to providing responsive, cost-effective solutions, Apex has grown rapidly since our founding in 1988.Working in partnership with our public and private sector clients, our team of over 300 employees provides services tailored to support each customer’s unique goals and objectives. By blending strong technical skills, business acumen, and superior customer service, we are able to deliver creative solutions that deliver high quality results at low cost.From commercial and industrial firms to construction, petroleum, and utility companies to financial institutions and government clients, Apex has extensive experience in a wide variety of industries. Our corporate professional resume includes proven capabilities in the areas of water resources, remediation and restoration, assessment and compliance, industrial hygiene, health &amp; safety, utility infrastructure, land development and engineering, among others.Ranked in the Top 200 Environmental Firms by ENR Magazine, ranked among the Top 500 Design Firms by ENR Magazine, awarded the 2011 National Environmental Excellence Award for Environmental Stewardship by the National Association of Environmental Professionals, and selected as a 2010 Hot Firm by the Zweig Letter, come join our award winning team.Other InformationApex is an entrepreneurial firm, and ensuring that our senior managers are able to move unencumbered is our priority. We are a successful and growing mid-sized firm. We’re small enough that our employees still have access to our leadership, and it’s easy for high-performers to be recognized for their contributions and advance without bureaucracy. With 30 office locations, we’re big enough to provide comprehensive environmental consulting and engineering services to our diverse client base and to provide resources to our employees to help in their professional development. We offer incentive bonus plans and ownership opportunities for our successful managers.Join Apex on facebook and stay connected! Search fan pages for Environmental Consulting from Apex Companies to receive instant updates when new career opportunities become available; for access to industry information on the latest environmental technologies, regulatory news, and events; and to be kept up to date on Apex’s new projects, special happenings, and community activities.Apex Companies, LLC is an Affirmative Action/Equal Opportunity Employer",,,0,0,0,Full-time,Mid-Senior level,High School or equivalent,Construction,General Business,0
376,Customer Service Technical Specialist ,,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Technical Specialist. The right candidate will be an integral part of our talented team, supporting our continued growth.Key responsibilities include:Production Print operations – maintains a working knowledge of all production print and copy equipment on site.Operates various Production scale printers and organizes the daily print flow.Assists technical support and onsite techs with trouble shooting and basic maintenance.Perform any and all duties as assigned by management to include; mail services, reprographics services, fax services, and messenger services.Establish operating procedures and quality standards.Responsible for all aspects of equipment.Remain informed and adhere to all established safety and security procedures.Perform necessary adjustments as outlined in the operators’ manual for set equipment.Follow start-up, shutdown and clean-up procedures for equipment.Monitor operations and make mechanical adjustments as needed, to ensure proper quality output.Create excel spreadsheets, mail merge projects and word documentsComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (answer phones, outgoing shipments, etc)Shipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned","Position Requirements:High school diploma or equivalent (GED) requiredExperience with a production print and copy operationMinimum of 1 year customer service related experience requiredAbility to communicate both verbally and written with customers and company personnel requiredComputer proficiency in email environments, MS Word/Excel or similar programs preferredAbility to handle multiple projects simultaneouslyStrong organizational and administrative skills preferredAbility to adhere to employee attendance policyHandling up to a maximum of 55 pounds with or without accommodationsAbility to walk, sit, stand or sit for long periods (possibly entire shift)",,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
377,Data Manager--Fixed Income,,120000-15000000,,"The salary is open, DOE. This role manages 4 Data Analysts.The individual in this position will be responsible for managing the team carrying out production data quality management responsibilities associated with the flow of data to our Investment Data Warehouse and downstream data marts used in both internal and external reporting.   This role requires 8+ years of data management and governance experience, advanced knowledge of financial markets and proficiency in the use of technology tools to interrogate large volumes of data across multiple source systems and environments.   It involves conducting root cause analysis of data exceptions, responding to end user inquiries, participating in testing system enhancements and engaging in continuous DQM process improvement.  The individual in this position must also be able to communicate effectively with business, operational and technology staff. RESPONSIBILITIES:Manage a team of associates responsible for data warehouse DQM.Monitor production data quality respecting established procedures and introduce new controls as needs evolve. This includes monitoring automated reconciliation and exception reporting for all data feeds and following up with data providers, data owners and IT staff as necessary.Manage the repair data on an exception basis.  Analyze root cause for data issues using query tools to trace data flow back to the source system and data owner. Communicate data issues to data owners in order to make changes in source systems whenever possible.Respond to inquiries from users of the data and resolve data quality questions or concerns.Maintain the data dictionary, entitlements, and data ownership.Maintain data harmonization code translation tables.Communicate daily and month end environment reporting readiness to all users.Maintain and enhance tools used to support the DQM function, including exception reporting, processing dashboards, reconciliations and data repair tools.   Provide specifications and testing for new DQM tools and controls.Maintain the Data Management Group procedures.Maintain and report data quality metrics to management, including support for Sarbanes Oxley certification.Monitor compliance with service level agreements established with the business users.","Required Skills:BA/BS in Business Administration/ Finance concentration8-10 Years industry experience in Data and Information Management within a data warehouse.Advanced knowledge of Fixed Income and Equity securities across a broad array of products and markets.  Experience with accounting, trading, decision support, or performance measurement &amp; attribution solutions a plus.Crystal Reports, MS Excel Pivot Tables, MS Access (query/import/export/external data connections).  Knowledge of SQL required.  MS Visio is a plus.Familiarity with relational database design and/or data warehousing concepts is preferred.","Full Benefits, Fortune 500 Company",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0
378,Graphic / Web Designer,Sales and Marketing,,"Why CSD?CSD is not only a great place to work, but also to learn, grow and give back to the community. Our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. We believe in teamwork, shared ideas, and creating solutions together while respecting individuality and innovation. We seek out people who want to see their ideas put into action, are committed to making a difference and who believe that more is possible! Who We AreHere, you will discover colleagues who have passion for our company, our community, customers and each other, and that are led by a team of outstanding people who believe that more is possible from each and every one of us. ","The Graphic / Web Designer will manage, populate, and edit the design, visual content and user experience across all digital mediums. The Designer will be responsible for creating, developing and coding design and web solutions. Essential FunctionsExecutes design consistency through the creation and maintenance of style guides to support established standards across all digital mediums. This includes: site organization, page layout, navigation, style sheets, graphical elements, fonts, and color palette Develops and maintains web standards (i.e. page template layouts and page content structure) that blends quality user experience driven by established site conversion goals and key performance indicatorsAbility to write, understand and use clean validated HTML, CSS, jQuery, and some JavaScript in the creation of web pages for new and existing clients. Uses content management systems such as WordPress.Implements ways to track web activity/metrics (social media, SEO, google analytics, etc.) and provides information by collecting, analyzing, and summarizing data and trendsEnsures that all design elements, templates and finished solutions work within a variety of browser types and screen settings along with the constraints set by development and designTranslates business requirements into high impact site mockups with the ability to design wireframes to support website concepts, convert design into working prototypes and execute design through final implementationMonitors quality of visual content and site analytics across all digital assets and look for innovative strategies and technologies within digital design to drive an improved user experienceWorks as a team player on design of email campaigns, newsletters, advertising and other promotions for both lead generation and internal marketingPerform other duties as assigned by Senior Web Developer","Bachelor’s degree in Graphic Design, Web Design, Visual Communication, or related field (or equivalent professional experience)Online portfolio showcasing creative design projectsAbility to effectively communicate in American Sign Language (preferred) ","CSD offers a competitive benefits package for full-time employees. For a full list of benefits and perks, please visit the career page.Communication Service for the Deaf, Inc. is an Equal Opportunity Affirmative Action Employer and drug free and tobacco free workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, or national origin, including individuals with a disability and protected veterans.",0,1,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Design,0
379,Web Developer - PHP,,42000-55000,,"CE Learning Systems is looking for a Web Developer to join our small but dedicated team. This is for an employee position. We are not looking to hire a freelancer or agency at this time.About us: Our mission is helping mental health professionals do their jobs more effectively and enjoyably. Our development team works to make it all happen. Help the helpers, make a positive difference. We're transitioning from tiny single-entrepreneur status to a growing company pursuing multiple projects. We're not really a startup, but we are lean and bootstrapped while also maintaining a sane &amp; sustainable work schedule.About you: You're excited about modern PHP, you couldn't live without a VCS (i.e. git), and you're always looking to find the best solution to a problem. You have a knack for listening to someone's expressed needs and wishes and translating that into a workable application features, and then building it with minimal oversight. You're self-motivated and decisive, but willing to make changes with minimal grumbling when the client demands it. You know how to find the sweet spot between Best and Fast.About the Job: PHP is in the post title, but you won't be working on Wordpress or even Drupal. You'll be building the custom framework-based (esp Laravel) backends for our web apps and future mobile #URL_20506b82b53aa975350d9357c39d7e0df0757309dc13884866291d3bad9f2c6c#'ll work with a designer, front-end JS developer and product manager. You'll be working on a regular 9-5 M-F schedule. Most communication happens over HipChat, sometimes in GoToMeeting or similar, and occasionally in person if possible.BenefitsMajor holidays off, full medical benefits.","Minimum 2 years in PHP development;Decision making and problem solving skills;Experience in designing clean and maintainable APIs;Willingness to adopt coding style guidelines, e.g. PSR-1 and PSR-2;Strong communication skills, including strong English fluency.Experience in design and software development with an MVC framework. We're using Laravel PHP and Angular JS for current projects.Bonus points if you're experienced with client-side JS frameworks (Angular, Backbone, etc), creating tests for PHP, basic sysadmin work, or other related skills.We prefer someone local to the Eugene, Oregon area, but open to remote for the right US-based candidate.","Major holidays off, full medical benefits.",0,0,1,Full-time,Associate,Bachelor's Degree,Mental Health Care,Information Technology,0
